2024-10-30 02:00:12.176 [info] Experiment 'pythonRecommendTensorboardExt' is active
2024-10-30 02:00:12.176 [info] Experiment 'pythonTerminalEnvVarActivation' is active
2024-10-30 02:00:12.176 [info] Experiment 'pythonTestAdapter' is active
2024-10-30 02:00:12.176 [warning] Dir "/home/ec2-user/.pixi/envs" is not watchable (directory does not exist)
2024-10-30 03:06:37.678 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:06.070 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:09.809 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:12.620 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:13.842 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:28.993 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:31.604 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:37.430 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:39.116 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:40.414 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:43.166 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:45.782 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:57.009 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:07:59.364 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:08:03.641 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:15.157 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:16.435 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:19.170 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:22.673 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:28.465 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:32.881 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:35.678 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:39.867 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:46.399 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:50.890 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:11:55.489 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:00.535 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:02.747 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:06.058 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:10.358 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:15.289 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:17.442 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:19.531 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:24.504 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:26.895 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:39.431 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:43.109 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:46.539 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:51.945 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:54.082 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:12:57.438 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:12.163 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:16.545 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:21.875 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:32.217 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:36.189 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:39.844 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:42.579 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:47.069 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:52.822 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:56.391 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:13:59.796 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:01.885 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:04.907 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:28.533 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:31.475 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:33.763 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:35.088 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:41.644 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:46.940 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:49.388 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:52.635 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:54.002 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:14:56.386 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:15:00.476 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:15:06.533 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:15:08.398 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:15:43.884 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:16:00.878 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:16:02.223 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:16:44.314 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:16:49.285 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:16:50.810 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:16:52.184 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:16:58.752 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:00.593 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:02.227 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:03.642 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:17.940 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:19.872 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:22.979 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:24.984 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:27.525 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:39.128 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:42.873 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:45.997 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:48.139 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:54.304 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:17:57.750 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:18:23.305 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:18:27.637 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:18:30.282 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:18:44.261 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:18:48.991 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:18:50.161 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:18:52.984 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:18:54.363 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:18:58.994 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:19:02.622 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:19:03.872 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:19:11.524 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:19:43.614 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:19:46.357 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:19:49.694 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:19:52.380 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:19:55.295 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:00.025 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:06.406 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:11.141 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:12.231 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:14.427 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:17.786 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:21.325 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:23.733 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:26.276 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:29.091 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:32.927 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:37.384 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:20:39.519 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:22:04.502 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:22:06.794 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:22:12.758 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:22:16.891 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:22:25.421 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:22:28.565 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:22:31.571 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:22:38.961 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:22:48.828 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:22:51.875 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:30:36.619 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:30:38.609 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:31:10.723 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:31:28.013 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:31:33.186 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:31:50.652 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/server.py
2024-10-30 03:32:26.606 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:32:27.866 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:32:45.840 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:35:19.003 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
2024-10-30 03:35:59.712 [info] Discover tests for workspace name: ec2-user - uri: /home/ec2-user/database/db.py
